,Date/Time,Month,Day,Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Stn Press (kPa)
0,2018-01-01 00:00:00,1,1,-28.3,79,13,101.83
1,2018-01-01 01:00:00,1,1,-28.3,77,8,101.85
2,2018-01-01 02:00:00,1,1,-28.3,81,2,101.89
3,2018-01-01 03:00:00,1,1,-30.0,79,3,101.91
4,2018-01-01 04:00:00,1,1,-32.6,76,7,101.88
5,2018-01-01 05:00:00,1,1,-30.3,82,6,101.85
6,2018-01-01 06:00:00,1,1,-33.0,75,3,101.82
7,2018-01-01 07:00:00,1,1,-34.2,76,9,101.88
8,2018-01-01 08:00:00,1,1,-32.7,75,10,101.86
9,2018-01-01 09:00:00,1,1,-30.2,74,13,101.87
10,2018-01-01 10:00:00,1,1,-27.3,72,5,101.83
11,2018-01-01 11:00:00,1,1,-25.3,65,9,101.75
12,2018-01-01 12:00:00,1,1,-22.2,73,12,101.62
13,2018-01-01 13:00:00,1,1,-21.8,73,16,101.52
14,2018-01-01 14:00:00,1,1,-20.6,74,13,101.41
15,2018-01-01 15:00:00,1,1,-19.8,74,12,101.36
16,2018-01-01 16:00:00,1,1,-19.7,77,14,101.33
17,2018-01-01 17:00:00,1,1,-19.7,78,9,101.33
18,2018-01-01 18:00:00,1,1,-20.2,79,9,101.3
19,2018-01-01 19:00:00,1,1,-21.0,79,11,101.32
20,2018-01-01 20:00:00,1,1,-21.9,81,9,101.37
21,2018-01-01 21:00:00,1,1,-22.7,82,9,101.44
22,2018-01-01 22:00:00,1,1,-23.9,81,9,101.55
23,2018-01-01 23:00:00,1,1,-22.7,79,11,101.61
24,2018-01-02 00:00:00,1,2,-24.0,80,9,101.65
25,2018-01-02 01:00:00,1,2,-25.7,80,6,101.64
26,2018-01-02 02:00:00,1,2,-25.8,81,7,101.64
27,2018-01-02 03:00:00,1,2,-25.2,77,10,101.72
28,2018-01-02 04:00:00,1,2,-27.0,78,5,101.67
29,2018-01-02 05:00:00,1,2,-26.5,79,11,101.66
30,2018-01-02 06:00:00,1,2,-27.0,76,6,101.56
31,2018-01-02 07:00:00,1,2,-26.8,78,4,101.5
32,2018-01-02 08:00:00,1,2,-27.2,77,4,101.45
33,2018-01-02 09:00:00,1,2,-22.4,83,5,101.32
34,2018-01-02 10:00:00,1,2,-20.5,82,5,101.21
35,2018-01-02 11:00:00,1,2,-11.3,89,12,101.09
36,2018-01-02 12:00:00,1,2,-10.1,86,23,100.92
37,2018-01-02 13:00:00,1,2,-9.9,81,28,100.77
38,2018-01-02 14:00:00,1,2,-10.0,76,31,100.7
39,2018-01-02 15:00:00,1,2,-10.1,74,36,100.71
40,2018-01-02 16:00:00,1,2,-10.0,72,36,100.74
41,2018-01-02 17:00:00,1,2,-10.5,68,36,100.76
42,2018-01-02 18:00:00,1,2,-10.2,70,38,100.8
43,2018-01-02 19:00:00,1,2,-11.3,64,31,100.83
44,2018-01-02 20:00:00,1,2,-11.0,66,31,100.81
45,2018-01-02 21:00:00,1,2,-10.0,73,36,100.81
46,2018-01-02 22:00:00,1,2,-11.1,67,28,100.79
47,2018-01-02 23:00:00,1,2,-11.0,68,23,100.82
48,2018-01-03 00:00:00,1,3,-10.8,68,19,100.82
49,2018-01-03 01:00:00,1,3,-10.5,70,20,100.8
50,2018-01-03 02:00:00,1,3,-9.2,84,15,100.79
51,2018-01-03 03:00:00,1,3,-8.9,87,12,100.81
52,2018-01-03 04:00:00,1,3,-8.8,86,13,100.79
53,2018-01-03 05:00:00,1,3,-8.7,87,21,100.77
54,2018-01-03 06:00:00,1,3,-8.2,86,23,100.77
55,2018-01-03 07:00:00,1,3,-9.2,81,36,100.79
56,2018-01-03 08:00:00,1,3,-9.2,81,33,100.78
57,2018-01-03 09:00:00,1,3,-9.5,82,37,100.81
58,2018-01-03 10:00:00,1,3,-10.1,76,32,100.81
59,2018-01-03 11:00:00,1,3,-9.8,76,34,100.75
60,2018-01-03 12:00:00,1,3,-10.2,75,34,100.65
61,2018-01-03 13:00:00,1,3,-10.7,70,32,100.56
62,2018-01-03 14:00:00,1,3,-12.1,61,33,100.48
63,2018-01-03 15:00:00,1,3,-12.8,56,29,100.45
64,2018-01-03 16:00:00,1,3,-11.2,62,30,100.41
65,2018-01-03 17:00:00,1,3,-11.5,60,29,100.39
66,2018-01-03 18:00:00,1,3,-10.4,65,23,100.43
67,2018-01-03 19:00:00,1,3,-10.1,65,27,100.47
68,2018-01-03 20:00:00,1,3,-8.7,73,28,100.41
69,2018-01-03 21:00:00,1,3,-8.3,78,21,100.39
70,2018-01-03 22:00:00,1,3,-8.3,75,28,100.37
71,2018-01-03 23:00:00,1,3,-9.5,66,24,100.31
72,2018-01-04 00:00:00,1,4,-8.4,74,25,100.28
73,2018-01-04 01:00:00,1,4,-8.6,73,23,100.23
74,2018-01-04 02:00:00,1,4,-8.7,85,9,100.22
75,2018-01-04 03:00:00,1,4,-9.9,77,6,100.18
76,2018-01-04 04:00:00,1,4,-10.5,75,5,100.15
77,2018-01-04 05:00:00,1,4,-10.4,79,3,100.11
78,2018-01-04 06:00:00,1,4,-10.1,83,3,100.05
79,2018-01-04 07:00:00,1,4,-10.2,83,7,99.98
80,2018-01-04 08:00:00,1,4,-10.3,83,3,99.95
81,2018-01-04 09:00:00,1,4,-10.7,81,15,99.81
82,2018-01-04 10:00:00,1,4,-11.3,76,15,99.84
83,2018-01-04 11:00:00,1,4,-11.4,73,13,99.82
84,2018-01-04 12:00:00,1,4,-11.6,70,16,99.68
85,2018-01-04 13:00:00,1,4,-11.7,68,19,99.56
86,2018-01-04 14:00:00,1,4,-11.5,71,26,99.5
87,2018-01-04 15:00:00,1,4,-12.1,70,24,99.47
88,2018-01-04 16:00:00,1,4,-13.3,68,21,99.48
89,2018-01-04 17:00:00,1,4,-15.5,69,30,99.5
90,2018-01-04 18:00:00,1,4,-17.4,70,26,99.52
91,2018-01-04 19:00:00,1,4,-19.0,68,25,99.52
92,2018-01-04 20:00:00,1,4,-20.5,67,31,99.54
93,2018-01-04 21:00:00,1,4,-21.2,66,28,99.57
94,2018-01-04 22:00:00,1,4,-22.2,64,24,99.56
95,2018-01-04 23:00:00,1,4,-22.7,64,26,99.57
96,2018-01-05 00:00:00,1,5,-23.2,64,26,99.59
97,2018-01-05 01:00:00,1,5,-24.3,63,22,99.61
98,2018-01-05 02:00:00,1,5,-24.9,64,21,99.63
99,2018-01-05 03:00:00,1,5,-25.8,62,22,99.67
100,2018-01-05 04:00:00,1,5,-26.2,61,17,99.71
101,2018-01-05 05:00:00,1,5,-26.5,60,16,99.75
102,2018-01-05 06:00:00,1,5,-27.0,61,15,99.82
103,2018-01-05 07:00:00,1,5,-27.6,60,16,99.88
104,2018-01-05 08:00:00,1,5,-28.5,59,21,99.95
105,2018-01-05 09:00:00,1,5,-28.7,58,19,99.99
106,2018-01-05 10:00:00,1,5,-28.9,55,24,100.04
107,2018-01-05 11:00:00,1,5,-28.6,53,24,100.06
108,2018-01-05 12:00:00,1,5,-28.3,52,25,100.05
109,2018-01-05 13:00:00,1,5,-27.7,51,25,100.04
110,2018-01-05 14:00:00,1,5,-26.8,50,24,100.06
111,2018-01-05 15:00:00,1,5,-26.9,48,22,100.09
112,2018-01-05 16:00:00,1,5,-27.0,48,20,100.15
113,2018-01-05 17:00:00,1,5,-27.0,51,20,100.23
114,2018-01-05 18:00:00,1,5,-27.1,53,24,100.34
115,2018-01-05 19:00:00,1,5,-27.3,53,24,100.43
116,2018-01-05 20:00:00,1,5,-27.5,55,24,100.49
117,2018-01-05 21:00:00,1,5,-27.9,56,21,100.54
118,2018-01-05 22:00:00,1,5,-28.2,58,21,100.57
119,2018-01-05 23:00:00,1,5,-28.3,60,17,100.6
120,2018-01-06 00:00:00,1,6,-28.6,60,19,100.64
121,2018-01-06 01:00:00,1,6,-29.1,60,19,100.67
122,2018-01-06 02:00:00,1,6,-30.0,58,18,100.76
123,2018-01-06 03:00:00,1,6,-30.8,56,18,100.86
124,2018-01-06 04:00:00,1,6,-31.1,57,13,100.91
125,2018-01-06 05:00:00,1,6,-31.4,60,17,100.97
126,2018-01-06 06:00:00,1,6,-31.6,59,20,101.01
127,2018-01-06 07:00:00,1,6,-31.8,59,18,101.11
128,2018-01-06 08:00:00,1,6,-31.8,59,18,101.19
129,2018-01-06 09:00:00,1,6,-31.9,56,15,101.3
130,2018-01-06 10:00:00,1,6,-31.7,53,19,101.4
131,2018-01-06 11:00:00,1,6,-31.1,49,17,101.47
132,2018-01-06 12:00:00,1,6,-30.3,47,15,101.47
133,2018-01-06 13:00:00,1,6,-29.8,44,17,101.46
134,2018-01-06 14:00:00,1,6,-29.0,43,16,101.49
135,2018-01-06 15:00:00,1,6,-28.9,39,21,101.58
136,2018-01-06 16:00:00,1,6,-28.8,39,20,101.69
137,2018-01-06 17:00:00,1,6,-28.2,43,14,101.78
138,2018-01-06 18:00:00,1,6,-28.4,48,14,101.86
139,2018-01-06 19:00:00,1,6,-28.6,52,12,101.95
140,2018-01-06 20:00:00,1,6,-28.5,55,12,102.05
141,2018-01-06 21:00:00,1,6,-28.7,57,10,102.12
142,2018-01-06 22:00:00,1,6,-28.7,59,13,102.14
143,2018-01-06 23:00:00,1,6,-29.0,62,13,102.2
144,2018-01-07 00:00:00,1,7,-29.5,64,9,102.22
145,2018-01-07 01:00:00,1,7,-29.2,70,4,102.22
146,2018-01-07 02:00:00,1,7,-28.4,70,6,102.26
147,2018-01-07 03:00:00,1,7,-29.7,69,7,102.25
148,2018-01-07 04:00:00,1,7,-30.3,73,5,102.27
149,2018-01-07 05:00:00,1,7,-31.0,77,5,102.24
150,2018-01-07 06:00:00,1,7,-31.1,78,4,102.21
151,2018-01-07 07:00:00,1,7,-33.1,74,5,102.18
152,2018-01-07 08:00:00,1,7,-33.0,75,4,102.13
153,2018-01-07 09:00:00,1,7,-28.1,76,7,102.09
154,2018-01-07 10:00:00,1,7,-20.0,81,9,101.98
155,2018-01-07 11:00:00,1,7,-14.6,83,30,101.81
156,2018-01-07 12:00:00,1,7,-13.7,78,17,101.65
157,2018-01-07 13:00:00,1,7,-13.0,75,26,101.5
158,2018-01-07 14:00:00,1,7,-14.4,66,29,101.38
159,2018-01-07 15:00:00,1,7,-13.3,68,31,101.23
160,2018-01-07 16:00:00,1,7,-12.1,73,36,101.1
161,2018-01-07 17:00:00,1,7,-12.8,66,37,101.0
162,2018-01-07 18:00:00,1,7,-11.8,67,40,100.88
163,2018-01-07 19:00:00,1,7,-12.1,58,38,100.78
164,2018-01-07 20:00:00,1,7,-10.8,62,35,100.68
165,2018-01-07 21:00:00,1,7,-9.5,65,30,100.63
166,2018-01-07 22:00:00,1,7,-7.0,81,29,100.6
167,2018-01-07 23:00:00,1,7,-6.1,78,26,100.55
168,2018-01-08 00:00:00,1,8,-5.3,79,27,100.49
169,2018-01-08 01:00:00,1,8,-4.2,86,28,100.45
170,2018-01-08 02:00:00,1,8,-3.3,91,28,100.42
171,2018-01-08 03:00:00,1,8,-2.7,93,24,100.41
172,2018-01-08 04:00:00,1,8,-3.5,92,29,100.36
173,2018-01-08 05:00:00,1,8,-2.1,95,22,100.28
174,2018-01-08 06:00:00,1,8,-1.4,96,27,100.21
175,2018-01-08 07:00:00,1,8,-1.2,97,29,100.12
176,2018-01-08 08:00:00,1,8,-1.4,96,34,100.07
177,2018-01-08 09:00:00,1,8,-2.5,94,32,99.97
178,2018-01-08 10:00:00,1,8,-2.6,95,37,99.89
179,2018-01-08 11:00:00,1,8,-2.2,96,40,99.76
180,2018-01-08 12:00:00,1,8,-1.6,95,40,99.64
181,2018-01-08 13:00:00,1,8,-0.5,91,33,99.56
182,2018-01-08 14:00:00,1,8,-0.3,92,29,99.57
183,2018-01-08 15:00:00,1,8,-0.1,94,27,99.64
184,2018-01-08 16:00:00,1,8,0.0,91,23,99.68
185,2018-01-08 17:00:00,1,8,-0.2,87,21,99.74
186,2018-01-08 18:00:00,1,8,-0.2,88,18,99.8
187,2018-01-08 19:00:00,1,8,-0.5,86,21,99.88
188,2018-01-08 20:00:00,1,8,-1.0,82,16,99.91
189,2018-01-08 21:00:00,1,8,-0.6,86,15,99.9
190,2018-01-08 22:00:00,1,8,-0.6,89,14,99.89
191,2018-01-08 23:00:00,1,8,-0.5,90,15,99.93
192,2018-01-09 00:00:00,1,9,-1.0,87,16,99.93
193,2018-01-09 01:00:00,1,9,-2.2,77,22,100.0
194,2018-01-09 02:00:00,1,9,-2.4,78,21,100.09
195,2018-01-09 03:00:00,1,9,-2.4,79,18,100.19
196,2018-01-09 04:00:00,1,9,-2.7,78,18,100.25
197,2018-01-09 05:00:00,1,9,-4.0,73,21,100.36
198,2018-01-09 06:00:00,1,9,-4.4,76,17,100.49
199,2018-01-09 07:00:00,1,9,-4.7,77,15,100.58
200,2018-01-09 08:00:00,1,9,-5.6,76,15,100.66
201,2018-01-09 09:00:00,1,9,-6.3,71,16,100.82
202,2018-01-09 10:00:00,1,9,-7.5,61,20,100.93
203,2018-01-09 11:00:00,1,9,-7.6,61,21,101.0
204,2018-01-09 12:00:00,1,9,-7.2,61,20,100.98
205,2018-01-09 13:00:00,1,9,-7.2,60,21,101.04
206,2018-01-09 14:00:00,1,9,-7.3,60,18,101.1
207,2018-01-09 15:00:00,1,9,-7.6,58,17,101.2
208,2018-01-09 16:00:00,1,9,-7.4,60,15,101.3
209,2018-01-09 17:00:00,1,9,-7.7,60,15,101.41
210,2018-01-09 18:00:00,1,9,-8.4,60,9,101.51
211,2018-01-09 19:00:00,1,9,-9.0,61,10,101.57
212,2018-01-09 20:00:00,1,9,-9.4,64,8,101.63
213,2018-01-09 21:00:00,1,9,-9.5,67,7,101.65
214,2018-01-09 22:00:00,1,9,-9.1,73,8,101.71
215,2018-01-09 23:00:00,1,9,-9.6,77,6,101.76
216,2018-01-10 00:00:00,1,10,-10.2,82,10,101.74
217,2018-01-10 01:00:00,1,10,-11.0,86,6,101.75
218,2018-01-10 02:00:00,1,10,-12.4,91,2,101.83
219,2018-01-10 03:00:00,1,10,-13.6,90,6,101.84
220,2018-01-10 04:00:00,1,10,-15.5,86,5,101.77
221,2018-01-10 05:00:00,1,10,-14.5,87,2,101.77
222,2018-01-10 06:00:00,1,10,-11.6,90,7,101.71
223,2018-01-10 07:00:00,1,10,-9.7,87,9,101.68
224,2018-01-10 08:00:00,1,10,-9.0,82,3,101.67
225,2018-01-10 09:00:00,1,10,-8.2,83,11,101.62
226,2018-01-10 10:00:00,1,10,-5.8,78,20,101.6
227,2018-01-10 11:00:00,1,10,-5.5,76,20,101.49
228,2018-01-10 12:00:00,1,10,-5.0,75,21,101.42
229,2018-01-10 13:00:00,1,10,-4.7,74,18,101.27
230,2018-01-10 14:00:00,1,10,-4.1,76,15,101.2
231,2018-01-10 15:00:00,1,10,-4.1,73,12,101.1
232,2018-01-10 16:00:00,1,10,-4.5,68,17,101.02
233,2018-01-10 17:00:00,1,10,-3.5,71,19,100.92
234,2018-01-10 18:00:00,1,10,-2.6,75,16,100.9
235,2018-01-10 19:00:00,1,10,-1.8,79,20,100.85
236,2018-01-10 20:00:00,1,10,-0.9,84,18,100.79
237,2018-01-10 21:00:00,1,10,-0.8,84,19,100.71
238,2018-01-10 22:00:00,1,10,-0.1,87,19,100.7
239,2018-01-10 23:00:00,1,10,0.2,85,19,100.7
240,2018-01-11 00:00:00,1,11,-0.3,83,25,100.71
241,2018-01-11 01:00:00,1,11,-0.5,81,18,100.67
242,2018-01-11 02:00:00,1,11,-0.3,81,11,100.68
243,2018-01-11 03:00:00,1,11,-0.3,81,13,100.72
244,2018-01-11 04:00:00,1,11,-0.1,78,19,100.69
245,2018-01-11 05:00:00,1,11,0.2,83,12,100.69
246,2018-01-11 06:00:00,1,11,0.5,83,16,100.69
247,2018-01-11 07:00:00,1,11,1.0,85,21,100.7
248,2018-01-11 08:00:00,1,11,0.5,88,19,100.7
249,2018-01-11 09:00:00,1,11,0.7,88,10,100.77
250,2018-01-11 10:00:00,1,11,0.8,86,8,100.77
251,2018-01-11 11:00:00,1,11,0.7,86,12,100.75
252,2018-01-11 12:00:00,1,11,0.8,87,13,100.64
253,2018-01-11 13:00:00,1,11,0.7,82,3,100.54
254,2018-01-11 14:00:00,1,11,1.2,84,3,100.49
255,2018-01-11 15:00:00,1,11,1.5,82,6,100.44
256,2018-01-11 16:00:00,1,11,1.6,85,14,100.4
257,2018-01-11 17:00:00,1,11,1.9,87,1,100.37
258,2018-01-11 18:00:00,1,11,1.9,87,13,100.33
259,2018-01-11 19:00:00,1,11,2.4,89,11,100.39
260,2018-01-11 20:00:00,1,11,4.2,95,12,100.3
261,2018-01-11 21:00:00,1,11,3.4,98,14,100.18
262,2018-01-11 22:00:00,1,11,4.8,98,27,100.08
263,2018-01-11 23:00:00,1,11,5.3,98,34,99.97
264,2018-01-12 00:00:00,1,12,4.7,98,28,99.9
265,2018-01-12 01:00:00,1,12,4.8,98,30,99.85
266,2018-01-12 02:00:00,1,12,4.0,98,22,99.8
267,2018-01-12 03:00:00,1,12,4.9,99,22,99.71
268,2018-01-12 04:00:00,1,12,4.3,99,16,99.58
269,2018-01-12 05:00:00,1,12,4.7,99,17,99.53
270,2018-01-12 06:00:00,1,12,4.8,99,24,99.52
271,2018-01-12 07:00:00,1,12,5.7,99,32,99.38
272,2018-01-12 08:00:00,1,12,5.9,99,31,99.28
273,2018-01-12 09:00:00,1,12,6.2,99,30,99.18
274,2018-01-12 10:00:00,1,12,6.0,99,31,99.14
275,2018-01-12 11:00:00,1,12,6.0,99,24,99.09
276,2018-01-12 12:00:00,1,12,5.9,99,23,98.99
277,2018-01-12 13:00:00,1,12,8.6,99,20,98.99
278,2018-01-12 14:00:00,1,12,9.1,99,13,98.99
279,2018-01-12 15:00:00,1,12,2.3,98,36,99.21
280,2018-01-12 16:00:00,1,12,0.1,95,34,99.46
281,2018-01-12 17:00:00,1,12,-2.6,91,26,99.7
282,2018-01-12 18:00:00,1,12,-5.8,89,20,99.94
283,2018-01-12 19:00:00,1,12,-8.4,87,24,100.13
284,2018-01-12 20:00:00,1,12,-10.1,85,23,100.16
285,2018-01-12 21:00:00,1,12,-11.7,82,24,100.32
286,2018-01-12 22:00:00,1,12,-12.2,82,24,100.31
287,2018-01-12 23:00:00,1,12,-12.4,86,21,100.22
288,2018-01-13 00:00:00,1,13,-13.5,84,26,100.24
289,2018-01-13 01:00:00,1,13,-13.9,85,26,100.21
290,2018-01-13 02:00:00,1,13,-14.1,85,22,100.14
291,2018-01-13 03:00:00,1,13,-14.7,84,16,100.2
292,2018-01-13 04:00:00,1,13,-15.5,83,24,100.36
293,2018-01-13 05:00:00,1,13,-16.2,82,27,100.26
294,2018-01-13 06:00:00,1,13,-17.0,79,32,100.35
295,2018-01-13 07:00:00,1,13,-17.9,75,24,100.65
296,2018-01-13 08:00:00,1,13,-18.2,75,24,100.78
297,2018-01-13 09:00:00,1,13,-19.6,67,19,100.87
298,2018-01-13 10:00:00,1,13,-20.7,60,21,101.05
299,2018-01-13 11:00:00,1,13,-21.2,57,25,101.19
300,2018-01-13 12:00:00,1,13,-20.7,58,17,101.21
301,2018-01-13 13:00:00,1,13,-21.8,54,17,101.25
302,2018-01-13 14:00:00,1,13,-21.7,51,16,101.3
303,2018-01-13 15:00:00,1,13,-21.9,50,15,101.42
304,2018-01-13 16:00:00,1,13,-21.5,51,11,101.53
305,2018-01-13 17:00:00,1,13,-21.4,57,8,101.69
306,2018-01-13 18:00:00,1,13,-19.8,70,4,101.85
307,2018-01-13 19:00:00,1,13,-18.4,81,7,101.94
308,2018-01-13 20:00:00,1,13,-21.4,64,7,102.05
309,2018-01-13 21:00:00,1,13,-22.2,71,5,102.15
310,2018-01-13 22:00:00,1,13,-21.5,76,4,102.24
311,2018-01-13 23:00:00,1,13,-21.8,83,8,102.27
312,2018-01-14 00:00:00,1,14,-22.6,80,10,102.32
313,2018-01-14 01:00:00,1,14,-24.2,81,5,102.4
314,2018-01-14 02:00:00,1,14,-23.2,83,8,102.47
315,2018-01-14 03:00:00,1,14,-25.0,76,7,102.55
316,2018-01-14 04:00:00,1,14,-25.2,81,5,102.59
317,2018-01-14 05:00:00,1,14,-25.5,78,8,102.65
318,2018-01-14 06:00:00,1,14,-25.0,79,8,102.71
319,2018-01-14 07:00:00,1,14,-25.9,80,5,102.8
320,2018-01-14 08:00:00,1,14,-25.7,79,1,102.86
321,2018-01-14 09:00:00,1,14,-25.6,76,1,102.93
322,2018-01-14 10:00:00,1,14,-25.0,62,3,103.0
323,2018-01-14 11:00:00,1,14,-24.6,54,2,103.01
324,2018-01-14 12:00:00,1,14,-23.3,57,4,102.98
325,2018-01-14 13:00:00,1,14,-22.6,51,0,102.95
326,2018-01-14 14:00:00,1,14,-21.5,64,9,102.91
327,2018-01-14 15:00:00,1,14,-21.5,61,3,102.94
328,2018-01-14 16:00:00,1,14,-20.4,66,6,102.95
329,2018-01-14 17:00:00,1,14,-21.1,68,12,102.95
330,2018-01-14 18:00:00,1,14,-20.5,74,6,102.96
331,2018-01-14 19:00:00,1,14,-20.5,75,5,102.97
332,2018-01-14 20:00:00,1,14,-20.5,80,4,102.98
333,2018-01-14 21:00:00,1,14,-21.3,77,8,103.0
334,2018-01-14 22:00:00,1,14,-21.8,75,11,102.94
335,2018-01-14 23:00:00,1,14,-21.5,78,10,102.93
336,2018-01-15 00:00:00,1,15,-21.3,80,7,102.95
337,2018-01-15 01:00:00,1,15,-21.3,82,8,102.93
338,2018-01-15 02:00:00,1,15,-21.2,81,15,102.96
339,2018-01-15 03:00:00,1,15,-21.2,80,18,102.97
340,2018-01-15 04:00:00,1,15,-21.7,79,17,102.92
341,2018-01-15 05:00:00,1,15,-22.3,76,20,102.89
342,2018-01-15 06:00:00,1,15,-22.9,75,13,102.89
343,2018-01-15 07:00:00,1,15,-23.2,72,20,102.85
344,2018-01-15 08:00:00,1,15,-22.8,75,20,102.84
345,2018-01-15 09:00:00,1,15,-22.9,72,29,102.82
346,2018-01-15 10:00:00,1,15,-22.3,69,22,102.8
347,2018-01-15 11:00:00,1,15,-21.5,67,19,102.72
348,2018-01-15 12:00:00,1,15,-21.2,64,21,102.62
349,2018-01-15 13:00:00,1,15,-20.5,65,22,102.49
350,2018-01-15 14:00:00,1,15,-19.8,65,23,102.37
351,2018-01-15 15:00:00,1,15,-19.2,67,25,102.3
352,2018-01-15 16:00:00,1,15,-18.7,69,23,102.24
353,2018-01-15 17:00:00,1,15,-18.2,71,23,102.21
354,2018-01-15 18:00:00,1,15,-18.2,72,25,102.16
355,2018-01-15 19:00:00,1,15,-18.4,73,19,102.17
356,2018-01-15 20:00:00,1,15,-18.3,75,19,102.07
357,2018-01-15 21:00:00,1,15,-17.7,78,18,102.01
358,2018-01-15 22:00:00,1,15,-17.6,80,19,101.96
359,2018-01-15 23:00:00,1,15,-17.5,82,15,101.92
360,2018-01-16 00:00:00,1,16,-17.7,81,18,101.83
361,2018-01-16 01:00:00,1,16,-17.9,81,23,101.78
362,2018-01-16 02:00:00,1,16,-18.0,79,19,101.78
363,2018-01-16 03:00:00,1,16,-17.6,80,15,101.76
364,2018-01-16 04:00:00,1,16,-17.3,80,15,101.72
365,2018-01-16 05:00:00,1,16,-16.9,80,11,101.76
366,2018-01-16 06:00:00,1,16,-16.5,81,13,101.75
367,2018-01-16 07:00:00,1,16,-16.0,81,13,101.8
368,2018-01-16 08:00:00,1,16,-16.2,80,9,101.76
369,2018-01-16 09:00:00,1,16,-15.7,80,13,101.8
370,2018-01-16 10:00:00,1,16,-14.9,80,11,101.84
371,2018-01-16 11:00:00,1,16,-13.9,81,10,101.83
372,2018-01-16 12:00:00,1,16,-13.8,77,8,101.77
373,2018-01-16 13:00:00,1,16,-12.5,77,10,101.69
374,2018-01-16 14:00:00,1,16,-12.5,72,9,101.67
375,2018-01-16 15:00:00,1,16,-11.1,76,2,101.72
376,2018-01-16 16:00:00,1,16,-11.5,81,3,101.74
377,2018-01-16 17:00:00,1,16,-11.9,84,4,101.76
378,2018-01-16 18:00:00,1,16,-11.8,88,3,101.79
379,2018-01-16 19:00:00,1,16,-12.5,91,5,101.84
380,2018-01-16 20:00:00,1,16,-12.7,85,9,101.82
381,2018-01-16 21:00:00,1,16,-14.6,89,7,101.79
382,2018-01-16 22:00:00,1,16,-13.9,92,4,101.81
383,2018-01-16 23:00:00,1,16,-13.0,88,9,101.74
384,2018-01-17 00:00:00,1,17,-12.9,88,2,101.71
385,2018-01-17 01:00:00,1,17,-13.5,89,5,101.68
386,2018-01-17 02:00:00,1,17,-13.3,88,4,101.69
387,2018-01-17 03:00:00,1,17,-12.5,88,5,101.69
388,2018-01-17 04:00:00,1,17,-12.0,89,5,101.67
389,2018-01-17 05:00:00,1,17,-11.4,89,1,101.65
390,2018-01-17 06:00:00,1,17,-10.9,90,4,101.67
391,2018-01-17 07:00:00,1,17,-10.5,89,6,101.66
392,2018-01-17 08:00:00,1,17,-10.7,90,3,101.64
393,2018-01-17 09:00:00,1,17,-10.9,89,5,101.61
394,2018-01-17 10:00:00,1,17,-10.5,86,6,101.64
395,2018-01-17 11:00:00,1,17,-10.2,85,6,101.6
396,2018-01-17 12:00:00,1,17,-9.4,86,11,101.49
397,2018-01-17 13:00:00,1,17,-10.4,76,14,101.39
398,2018-01-17 14:00:00,1,17,-11.7,67,13,101.32
399,2018-01-17 15:00:00,1,17,-11.9,79,12,101.25
400,2018-01-17 16:00:00,1,17,-10.5,76,14,101.19
401,2018-01-17 17:00:00,1,17,-11.1,79,16,101.13
402,2018-01-17 18:00:00,1,17,-9.2,81,16,101.08
403,2018-01-17 19:00:00,1,17,-9.2,82,14,100.99
404,2018-01-17 20:00:00,1,17,-8.1,80,28,100.87
405,2018-01-17 21:00:00,1,17,-8.4,79,32,100.81
406,2018-01-17 22:00:00,1,17,-8.3,77,27,100.73
407,2018-01-17 23:00:00,1,17,-7.4,79,26,100.67
408,2018-01-18 00:00:00,1,18,-7.2,79,31,100.59
409,2018-01-18 01:00:00,1,18,-6.9,80,28,100.52
410,2018-01-18 02:00:00,1,18,-6.8,80,26,100.51
411,2018-01-18 03:00:00,1,18,-7.7,75,24,100.51
412,2018-01-18 04:00:00,1,18,-8.1,74,17,100.46
413,2018-01-18 05:00:00,1,18,-7.8,75,16,100.42
414,2018-01-18 06:00:00,1,18,-8.5,73,17,100.41
415,2018-01-18 07:00:00,1,18,-8.9,73,13,100.41
416,2018-01-18 08:00:00,1,18,-9.4,72,19,100.41
417,2018-01-18 09:00:00,1,18,-9.1,73,17,100.43
418,2018-01-18 10:00:00,1,18,-8.4,76,18,100.45
419,2018-01-18 11:00:00,1,18,-8.4,75,19,100.46
420,2018-01-18 12:00:00,1,18,-8.5,74,16,100.41
421,2018-01-18 13:00:00,1,18,-8.4,75,16,100.36
422,2018-01-18 14:00:00,1,18,-8.5,74,17,100.33
423,2018-01-18 15:00:00,1,18,-8.5,72,17,100.36
424,2018-01-18 16:00:00,1,18,-8.0,75,13,100.36
425,2018-01-18 17:00:00,1,18,-7.4,78,6,100.34
426,2018-01-18 18:00:00,1,18,-7.3,77,8,100.36
427,2018-01-18 19:00:00,1,18,-7.6,75,18,100.36
428,2018-01-18 20:00:00,1,18,-8.0,74,14,100.33
429,2018-01-18 21:00:00,1,18,-8.2,75,12,100.3
430,2018-01-18 22:00:00,1,18,-7.1,80,8,100.29
431,2018-01-18 23:00:00,1,18,-6.3,84,4,100.27
432,2018-01-19 00:00:00,1,19,-6.1,79,14,100.23
433,2018-01-19 01:00:00,1,19,-6.0,79,19,100.14
434,2018-01-19 02:00:00,1,19,-5.6,79,18,100.13
435,2018-01-19 03:00:00,1,19,-4.7,82,16,100.13
